"transcript.id"	"transcript.type"	"total.reads"	"aligned.max"	"alignment.mid"	"alignment.min"	"alignment.score"	"adjusted.score"
ENST00000354366.5	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000359232.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000355999.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000526425.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262525.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000234198.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368324.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000529430.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000313071.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000379802.5	protein_coding	228	207	15	6	2.7118109087589917E-73	2.2678874629951448E-69
ENST00000393743.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337393.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000423061.3	protein_coding	2	1	1	0	1.0	8363.0
ENST00000368061.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000333129.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373271.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000535254.3	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000355733.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000281038.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000321442.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000374695.5	protein_coding	7	5	1	1	0.13580246913580246	1135.716049382716
ENST00000283290.7	protein_coding	2	1	1	0	1.0	8363.0
ENST00000540509.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000320316.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000254528.3	protein_coding	2	1	1	0	1.0	8363.0
ENST00000380516.4	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000619544.2	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000437570.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000405941.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000377967.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000398511.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000268489.7	protein_coding	4	2	1	1	1.0	8363.0
ENST00000618262.2	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000366992.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000308893.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000460911.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372813.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337273.7	protein_coding	8	5	2	1	0.2638317329675354	2206.4247828074986
ENST00000514213.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000260766.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261892.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000397375.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000380649.5	protein_coding	22	22	0	0	9.559906635974805E-11	7.99494991966573E-7
ENST00000378799.8	protein_coding	2	1	1	0	1.0	8363.0
ENST00000342350.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000455834.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000303334.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000367188.4	protein_coding	11	9	1	1	0.00411522633744856	34.415637860082306
ENST00000484445.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000249042.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000398097.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000404338.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000221232.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000394799.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000380026.5	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000382850.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000392911.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000243501.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000369239.7	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000406134.3	protein_coding	28	25	3	0	3.642599816563404E-9	3.046306226591975E-5
ENST00000305560.8	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000594824.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000342016.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337190.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000372397.4	protein_coding	4	2	2	0	1.0	8363.0
ENST00000274137.7	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000622020.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395290.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000409947.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000272065.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000437545.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000622669.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000513973.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000250113.9	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000356260.7	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000326648.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000314845.5	protein_coding	15	14	1	0	6.481329901991838E-6	0.054203361970357744
ENST00000380409.2	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000602579.1	lincRNA	1	1	0	0	1.0	8363.0
ENST00000540257.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000392367.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000431837.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000374719.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000296504.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000407381.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000316084.8	protein_coding	35	34	1	0	4.257314052135051E-15	3.560391741800543E-11
ENST00000449228.3	protein_coding	2	1	1	0	1.0	8363.0
ENST00000563679.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000292035.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000305943.7	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000408927.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000517654.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000346618.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000437425.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000368361.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000418342.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000370775.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000251636.7	protein_coding	13	12	1	0	5.080526342529086E-5	0.4248844180257074
ENST00000260382.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000373151.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000254942.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000367069.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000395673.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000504154.3	protein_coding	12	10	1	1	0.0016314134588787843	13.643510756603273
ENST00000216780.6	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000393931.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000431561.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264183.5	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000617626.1	snRNA	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000398752.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366574.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000319533.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000340384.4	protein_coding	48	45	2	1	5.3773364268810464E-18	4.497066453800619E-14
ENST00000543086.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000264864.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000541131.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000371795.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000528450.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000007516.5	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000355801.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000256707.5	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000372037.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000216122.6	protein_coding	33	28	4	1	4.476637140764176E-9	3.7438116408210805E-5
ENST00000319283.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000396200.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358025.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000240185.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000409444.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381042.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000360594.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000380266.3	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000330560.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000315567.10	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000511817.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263559.8	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000244534.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000605930.2	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000338366.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366957.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000356166.8	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000371244.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000467148.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000405785.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000373044.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361183.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000397625.6	protein_coding	4	2	1	1	1.0	8363.0
ENST00000276297.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000258484.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000321337.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000450537.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000602326.3	protein_coding	9	9	0	0	1.5241579027587258E-4	1.2746532540771225
ENST00000221855.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000369466.6	protein_coding	14	11	2	1	0.0020729801928467445	17.336333352777324
ENST00000375058.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000316334.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378004.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000333234.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000200135.5	protein_coding	14	13	1	0	1.81895387572029E-5	0.15211911262648786
ENST00000374469.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000317483.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000286692.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000242057.6	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000284273.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372371.5	protein_coding	12	10	1	1	0.0016314134588787843	13.643510756603273
ENST00000489875.3	transcribed_processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000216268.5	protein_coding	6	4	1	1	0.3004115226337449	2512.3415637860085
ENST00000375859.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000380013.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000524013.1	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000621266.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378795.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000286835.9	protein_coding	2	1	1	0	1.0	8363.0
ENST00000527323.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381843.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000398334.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000332512.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000413761.4	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000348547.4	protein_coding	7	5	1	1	0.13580246913580246	1135.716049382716
ENST00000381295.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000222800.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000393561.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000552692.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000450599.4	protein_coding	9	7	2	0	0.024843773814967232	207.76848041457097
ENST00000265560.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000301964.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000261558.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000543683.4	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000533632.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000408901.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000613501.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000602624.4	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000409194.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000355431.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000300441.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000541562.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000221138.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000578049.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000343619.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375249.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264433.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000230792.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000315758.7	protein_coding	26	22	4	0	3.084580591397436E-7	0.0025796347485856756
ENST00000368254.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263150.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000223428.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000602361.1	lincRNA	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000612867.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000376065.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000338042.8	protein_coding	3	1	1	1	1.0	8363.0
ENST00000312377.7	protein_coding	12	11	1	0	1.4112573173691905E-4	1.180234494515854
ENST00000327237.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000354775.4	protein_coding	14	13	1	0	1.81895387572029E-5	0.15211911262648786
ENST00000331327.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396930.3	protein_coding	3	1	1	1	1.0	8363.0
ENST00000325748.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000248633.6	protein_coding	10	9	1	0	0.001066910531931108	8.922572778539855
ENST00000376052.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000335968.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000216277.10	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000289081.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000316752.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000398022.4	protein_coding	4	2	1	1	1.0	8363.0
ENST00000291495.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000340157.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000254719.7	protein_coding	12	12	0	0	5.645029269476762E-6	0.047209379780634164
ENST00000311085.8	protein_coding	11	11	0	0	1.6935087808430286E-5	0.1416281393419025
ENST00000271308.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000487273.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000381989.3	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000498653.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000420325.1	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000361624.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000239891.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264028.4	protein_coding	15	13	2	0	9.429289631607481E-5	0.7885714918913337
ENST00000361757.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000220822.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000280258.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000310256.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000300289.7	protein_coding	10	10	0	0	5.080526342529086E-5	0.4248844180257074
ENST00000355697.4	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000374647.7	protein_coding	26	17	8	1	0.0024796880420488434	20.73763109565448
ENST00000286523.7	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000504942.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000381340.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000547306.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000309971.6	protein_coding	6	5	1	0	0.053497942386831275	447.40329218106996
ENST00000219837.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000368494.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000263461.8	protein_coding	16	16	0	0	6.969171937625632E-8	5.828318491436316E-4
ENST00000413330.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000336219.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358372.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000372621.6	protein_coding	52	48	4	0	2.095845128132368E-18	1.7527552806570994E-14
ENST00000395566.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000254193.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000374514.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359544.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000366539.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371614.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000389721.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371471.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000273130.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000281141.6	protein_coding	8	7	1	0	0.007773205304069501	65.00731595793324
ENST00000381736.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000376759.5	protein_coding	9	7	1	1	0.024843773814967232	207.76848041457097
ENST00000540052.3	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000526508.3	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000265849.9	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000368802.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000175506.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000422280.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000277541.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000373475.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000378364.5	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000429436.4	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000358252.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000312938.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000421834.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000380324.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000259883.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000395686.5	protein_coding	8	8	0	0	4.572473708276177E-4	3.8239597622313672
ENST00000269445.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000377873.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000324238.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000299106.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000453344.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000428277.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000361361.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000266732.6	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000298910.9	protein_coding	1	1	0	0	1.0	8363.0
ENST00000396680.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000558939.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000358933.7	protein_coding	14	14	0	0	6.272254743863069E-7	0.005245486642292685
ENST00000614462.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000341164.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000261438.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000272542.5	protein_coding	15	12	2	1	8.553264719047939E-4	7.153095284539791
ENST00000460851.3	protein_coding	13	10	2	1	0.0049431639636384845	41.339680227908644
ENST00000379887.6	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000563786.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371627.4	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000263857.8	protein_coding	29	24	4	1	1.8407698580518416E-7	0.001539435832288755
ENST00000314128.6	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000322357.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000371079.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000262315.11	protein_coding	7	7	0	0	0.0013717421124828531	11.4718792866941
ENST00000211314.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000521913.3	protein_coding	6	6	0	0	0.00411522633744856	34.415637860082306
ENST00000429602.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000314761.6	protein_coding	13	11	1	1	6.378883074508741E-4	5.33465991521166
ENST00000278655.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000375151.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000275072.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000588649.4	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000372216.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000568830.1	protein_coding	1	1	0	0	1.0	8363.0
ENST00000296412.10	protein_coding	13	10	2	1	0.0049431639636384845	41.339680227908644
ENST00000295666.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000337537.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000283195.8	protein_coding	104	98	4	2	7.195751421554189E-39	6.017806913845769E-35
ENST00000255499.2	protein_coding	2	1	1	0	1.0	8363.0
ENST00000317568.7	protein_coding	1	1	0	0	1.0	8363.0
ENST00000301030.6	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000395878.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000418929.4	protein_coding	19	15	4	0	1.8194959224265497E-4	1.5216444399253235
ENST00000377681.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000268989.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000302708.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000544547.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000614355.2	protein_coding	14	12	2	0	2.4649961143381863E-4	2.061476250421025
ENST00000257789.4	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000380087.4	protein_coding	55	49	3	3	3.3918164804371976E-17	2.8365761225896284E-13
ENST00000397149.3	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000422187.2	processed_pseudogene	1	1	0	0	1.0	8363.0
ENST00000347300.4	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000375031.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000262633.6	protein_coding	3	2	1	0	0.7777777777777778	6504.555555555556
ENST00000403892.5	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000418390.4	protein_coding	2	1	1	0	1.0	8363.0
ENST00000268616.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000319725.9	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000302445.5	protein_coding	4	4	0	0	0.037037037037037035	309.7407407407407
ENST00000344256.8	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000274569.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000253329.2	protein_coding	7	6	1	0	0.0205761316872428	172.0781893004115
ENST00000556492.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000243563.5	protein_coding	2	1	1	0	1.0	8363.0
ENST00000262370.9	protein_coding	5	5	0	0	0.012345679012345678	103.24691358024691
ENST00000590414.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000248929.11	protein_coding	1	1	0	0	1.0	8363.0
ENST00000429722.2	protein_coding	1	1	0	0	1.0	8363.0
ENST00000311191.8	protein_coding	1	1	0	0	1.0	8363.0
ENST00000335870.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000614342.1	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000370570.3	protein_coding	2	2	0	0	0.3333333333333333	2787.6666666666665
ENST00000484875.3	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000368432.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000359139.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000331434.6	protein_coding	2	1	1	0	1.0	8363.0
ENST00000392438.5	protein_coding	13	12	1	0	5.080526342529086E-5	0.4248844180257074
ENST00000539294.3	protein_coding	25	21	3	1	7.862173438610523E-7	0.00657513564670998
ENST00000374012.5	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000503731.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000425528.3	protein_coding	4	3	1	0	0.3333333333333333	2787.6666666666665
ENST00000343762.5	protein_coding	1	1	0	0	1.0	8363.0
ENST00000356607.6	protein_coding	1	1	0	0	1.0	8363.0
ENST00000379109.4	protein_coding	1	1	0	0	1.0	8363.0
ENST00000517570.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000417647.4	protein_coding	5	4	1	0	0.13580246913580246	1135.716049382716
ENST00000502976.3	protein_coding	3	3	0	0	0.1111111111111111	929.2222222222222
ENST00000475243.3	protein_coding	1	1	0	0	1.0	8363.0
ENST00000264122.6	protein_coding	1	1	0	0	1.0	8363.0
